IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
450750101,Nord-Ouest,45075,La Chapelle-Saint-Mesmin,63.6,13.7,17830,24270,32100,0.59,10890,16130,19500,22040,26830,30260,34870,41280,3.8,4.8,0.287,73.8,68.4,2.2,3.2,22.5,3.7,0
450750102,Centre,45075,La Chapelle-Saint-Mesmin,61.6,13,17510,23480,31210,0.58,11150,16250,19150,21270,26140,28860,33290,39230,3.5,3.9,0.252,71.7,67.5,2.4,1.8,25.6,2.7,0
450750103,Sud,45075,La Chapelle-Saint-Mesmin,,,14750,22940,31990,0.75,7570,12170,16830,20050,25680,30180,34280,40880,5.4,7.7,0.359,60.1,54.7,2.4,3,30.7,9.2,0
450750104,Est,45075,La Chapelle-Saint-Mesmin,56.7,21.6,14380,21150,28280,0.66,7130,12320,16230,18860,23590,26490,30400,38170,5.4,6.5,0.314,64.4,59.5,2.8,2.1,31.3,4.3,0
451470102,Jabotte,45147,Fleury-les-Aubrais,53.3,21.5,14400,21390,27250,0.6,7530,12420,16580,18870,23630,26110,29000,34670,4.6,5.3,0.282,58.4,53.6,3.8,1,39.1,2.5,0
451470103,Lignerolles,45147,Fleury-les-Aubrais,51.1,32.3,10040,19410,26860,0.87,3980,7980,11830,15660,22270,25100,29390,35190,8.8,10.3,0.357,76.4,71.1,4.1,1.2,21.7,1.9,0
451470201,Ormes Du Mail-Andrillons,45147,Fleury-les-Aubrais,,,6720,12680,21150,1.14,1240,5310,7920,10250,15690,19330,22970,28770,23.2,17.4,0.41,73.3,65.2,5.9,2.2,25.1,1.6,0
451470301,Mairie,45147,Fleury-les-Aubrais,61.6,14,16770,23450,30660,0.59,11000,15140,18630,21010,25920,28920,33170,39730,3.6,4.9,0.288,54.4,50.6,2.2,1.6,40.6,5,0
451470302,Lamballe,45147,Fleury-les-Aubrais,37.6,45.3,8350,14130,20440,0.86,4150,7230,9440,11620,16440,19200,22270,26920,6.5,8.2,0.353,69.9,63.5,5.7,0.7,28.9,1.2,0
451470303,Barrière Saint-Marc,45147,Fleury-les-Aubrais,66.4,,19390,26250,34000,0.56,13380,17730,21190,23720,29200,32090,35820,42870,3.2,3.8,0.247,63.6,59.6,2.2,1.8,33.3,3.1,0
451470401,Gare,45147,Fleury-les-Aubrais,62.3,13.5,17620,24730,33250,0.63,10690,15890,18770,21910,27630,31440,35700,42730,4,5,0.294,69.3,64.5,2.4,2.4,26.5,4.2,0
451470402,Clos De La Grande Salle,45147,Fleury-les-Aubrais,,,7050,14540,23320,1.12,2050,5690,8490,11350,17990,21280,25220,31910,15.6,16.3,0.413,72.3,66.9,4.3,1.1,25.4,2.3,0
451550101,Faiencerie,45155,Gien,43.2,26.9,12270,18740,26820,0.78,5470,10060,13830,16490,21130,24670,28830,34630,6.3,8.4,0.35,60,53.8,3.5,2.7,35.5,4.5,0
451550102,Loire et Beaujeu,45155,Gien,52.8,21.1,14440,21180,29050,0.69,7830,12580,15900,18520,24230,27410,31400,40100,5.1,7.4,0.362,59.9,49.5,2.3,8.1,33.1,7,0
451550201,Gien le Vieux,45155,Gien,44.9,32.5,11120,18260,25250,0.77,5720,9500,12260,15130,20440,23260,27820,32830,5.7,7.3,0.336,70.4,63.8,4.3,2.3,27.7,1.9,0
451550202,Montfort,45155,Gien,35.5,47.2,7110,13650,21250,1.04,1490,5500,8220,11000,16500,19760,22860,27960,18.8,14.2,0.39,60.2,,,,39,0.8,0
451550301,Chantemerle,45155,Gien,33.2,58.6,5310,10110,20910,1.54,1040,3750,6050,7580,13570,18470,22930,30840,29.7,26.8,0.494,53.1,46.4,4.3,2.4,43.8,3.1,0
451550302,Arrabloy la Bosserie,45155,Gien,47.7,29.6,11480,18850,25710,0.75,5490,10000,13360,16000,21390,24340,27310,34280,6.2,8,0.344,65.8,59.8,3.2,2.8,30.5,3.7,0
452080101,Les Cités,45208,Montargis,17.6,71.6,3090,8080,14110,1.36,70,1770,4030,6000,10270,12330,15800,21120,289.3,51.5,0.479,63.5,,,,35.6,0.9,0
452080102,Cités Gaillardin,45208,Montargis,,,7450,14210,21440,0.98,1420,6050,8830,11280,16640,20010,23730,28910,20.3,15.4,0.4,68.8,58.8,5.9,4.1,29.9,1.3,0
452080103,Centre Ville,45208,Montargis,50,29.3,11310,19190,29470,0.95,2840,8750,13280,16410,22820,27260,33470,45520,16,19.7,0.479,58.4,50.1,2.5,5.8,28.8,12.8,0
452080104,Les Closiers,45208,Montargis,24,58.1,5110,10850,17390,1.13,350,3560,6030,8700,13400,15850,18920,23080,66.1,27.4,0.419,54.4,47,7.1,0.3,43.7,1.9,0
452080105,Le Grand Clos,45208,Montargis,,,7150,13530,21860,1.09,1150,5040,8570,10960,16630,20280,24360,32160,28,27.8,0.479,53.9,46.2,3.6,4.1,39.4,6.7,0
452080106,Doumer-Déportés,45208,Montargis,50.1,26.5,12450,20390,27370,0.73,5370,10380,14210,17030,22850,25470,29570,35940,6.7,8,0.343,56.5,50.7,3,2.8,39.2,4.3,0
452080107,Saint-Dominique-Forêt,45208,Montargis,41,43.5,6430,15250,25930,1.28,760,4740,7790,11840,19020,22750,29190,46550,61.4,43.5,0.547,69.4,51.2,3.4,14.8,23.3,7.3,0
452320101,Orbelière,45232,Olivet,75.1,,23140,31460,42760,0.62,16370,20950,24490,27950,34610,39520,46240,54890,3.4,4.2,0.279,62.4,57.4,1.6,3.4,31.1,6.5,0
452320102,Val,45232,Olivet,64.6,,17630,24240,33760,0.67,11110,16230,19090,21700,27540,31370,37800,47690,4.3,6.5,0.371,63.3,58.2,1.9,3.2,23.8,12.9,0
452320103,Plissay,45232,Olivet,,,16910,22980,30500,0.59,10190,15270,18370,20720,25240,28810,32710,39990,3.9,5.1,0.303,65.7,61.8,2.5,1.4,29.5,4.8,0
452320201,Yvremont,45232,Olivet,76.3,,23840,32620,45210,0.66,16480,21630,25660,28850,37270,41890,48550,62080,3.8,5.6,0.342,61.2,54.4,1.3,5.5,27.8,11,0
452320202,Centre,45232,Olivet,68.4,9.2,20060,29530,41470,0.72,13500,18030,21860,26070,33150,37970,46370,61310,4.5,6.8,0.374,61.9,55.6,1.8,4.5,26.5,11.6,0
452320203,Larry,45232,Olivet,62,16.9,16650,24660,34980,0.74,8890,14380,18350,21690,28400,32350,37970,47960,5.4,6.7,0.336,68.2,63.1,2.5,2.6,28,3.8,0
452320301,Ouest,45232,Olivet,71,9.1,20830,28110,37650,0.6,13890,18710,22450,25420,30950,35100,41940,55030,4,5.5,0.328,70.8,63.9,1.8,5.1,21.2,8,0
452320303,Sud -Est 1,45232,Olivet,52.3,22.4,13970,21460,32430,0.86,7210,12220,15190,18570,25080,29750,36260,49880,6.9,9.5,0.409,64.6,56.4,2.9,5.3,30.4,5,0
452320304,Sud -Est 2,45232,Olivet,73.7,8.3,21420,30190,40580,0.63,14060,19200,23390,26840,33760,37920,44090,57600,4.1,5.8,0.336,65.6,56.6,1.4,7.6,28.6,5.8,0
452340101,Bourgogne-Saint-Aignan-Saint-Euverte,45234,Orléans,56.2,22.1,14650,23470,34360,0.84,6160,12170,16740,20500,27570,32550,37390,51990,8.4,10.5,0.39,79.7,68.7,3.3,7.7,16.2,4.1,0
452340102,Bourgogne-Préfecture,45234,Orléans,48.9,28.9,11720,20200,31540,0.98,4960,9770,13330,17100,24070,28980,36520,46890,9.4,13,0.428,76.5,68.4,3.2,4.9,18.2,5.3,0
452340103,Bourgogne-Châtelet,45234,Orléans,57.7,21.1,14600,24300,35370,0.85,7680,12610,16670,20370,27690,32440,38460,49530,6.4,8.6,0.375,81.5,72,4.1,5.4,14.3,4.2,0
452340201,Martroi-Cathédrale,45234,Orléans,66.3,14.7,19210,28890,45260,0.9,10460,16860,20930,24950,34600,41230,49950,65120,6.2,9.2,0.404,74.3,61.3,2,11,18.1,7.6,0
452340301,Carmes-République,45234,Orléans,56.4,24.1,13600,23230,36690,0.99,5600,11550,15710,19370,27640,32810,39900,54710,9.8,14.1,0.451,77.2,64.3,3,9.9,16.8,6,0
452340401,Carmes Sud,45234,Orléans,52.7,26.5,12320,21440,31950,0.92,4800,10170,14600,17770,24690,28940,35860,47910,10,12.4,0.415,78.9,70.1,3.3,5.5,16.3,4.8,0
452340501,Faubourg Bourgogne,45234,Orléans,60.5,22.6,14180,23230,33870,0.85,6640,12070,16220,19870,27090,31290,37620,49250,7.4,10.9,0.427,65.5,59.1,2.1,4.3,23.6,10.9,0
452340502,Argonne Sud-Jean Zay,45234,Orléans,52.5,25.3,12810,21820,32140,0.89,6600,10520,14640,18360,25340,29250,34590,44220,6.7,9.4,0.384,74.1,66.1,3,5,23.5,2.4,0
452340601,Argonne Sud,45234,Orléans,18.8,66.4,5540,9640,15250,1.01,2040,4360,6380,7940,11710,13860,16640,22670,11.1,13.5,0.416,70.2,61,8.6,0.6,28.7,1.1,0
452340602,Grand Villiers,45234,Orléans,24.1,57.8,6210,10860,17910,1.08,2320,5140,7140,8790,13350,16020,20020,25230,10.9,12.5,0.405,68.5,59.4,7.2,1.9,29,2.5,0
452340604,Marne,45234,Orléans,28.5,45.2,7250,14530,21510,0.98,3320,6240,8920,11540,16610,19680,23140,28730,8.7,10.6,0.38,70,62.8,5.5,1.7,27.4,2.6,0
452340701,Ouest-Gendarmerie,45234,Orléans,57.4,21.9,14160,21410,29260,0.71,6980,12220,15520,18560,24140,27630,31480,39090,5.6,6.8,0.327,77.6,73.4,2.8,1.4,18.8,3.6,0
452340702,Argonne-Champ Chardon-Fontaine-Nécotin,45234,Orléans,52.9,27.8,11770,19730,28960,0.87,6350,10000,13880,16810,23460,26880,31210,38090,6,7.6,0.345,74.8,68.1,3.5,3.2,22.3,2.9,0
452340801,Bourgogne-Pasteur,45234,Orléans,65.9,,18370,27540,38550,0.73,10670,16310,20540,23440,31160,35960,41330,52300,4.9,6.2,0.326,66.8,58.1,2,6.7,28.7,4.5,0
452340802,Bourgogne-Saint-Vincent,45234,Orléans,55.7,28.1,12210,21530,31780,0.91,6000,10290,13980,17550,25250,28750,35110,44850,7.5,10.3,0.391,71.7,64.5,3.1,4.1,23.1,5.2,0
452340803,Gare-Munster,45234,Orléans,40,43.1,8660,14840,22780,0.95,3550,7410,9660,11890,17200,20650,25000,31760,8.9,10.5,0.378,63.5,57.1,5.3,1.1,35.3,1.2,0
452340901,Les Blossières-Mairie,45234,Orléans,32.3,51,7210,12810,20240,1.02,3030,6250,8010,10600,15490,18500,21940,27410,9.1,11.4,0.389,68.2,61.1,6.2,0.9,29.4,2.4,0
452341001,Acacias-Bannier-Groues,45234,Orléans,48.4,33.8,10440,17600,26300,0.9,4490,8710,11800,14660,20630,24230,29040,37660,8.4,10.2,0.385,73.1,65.3,4.7,3.1,23.7,3.2,0
452341002,Bannier-Nord Ouest-Murlins,45234,Orléans,51.7,25.8,12520,20710,30870,0.89,6240,11050,14580,17710,24010,28290,32750,38860,6.2,7.8,0.343,68.8,63.1,2.6,3.1,28.2,3,0
452341101,Sonis-St Jean,45234,Orléans,62,17.5,16100,24370,34570,0.76,8340,14430,17620,20920,27760,32250,37590,48890,5.9,8.1,0.378,75.2,69.2,2.3,3.7,18.4,6.4,0
452341102,Bannier-Médiathèque,45234,Orléans,63.3,16,17900,26310,40340,0.85,8970,15020,19290,23030,30840,36250,43350,58600,6.5,9.5,0.402,64.8,55.9,1.9,7,27.4,7.8,0
452341103,Bannier-Coligny,45234,Orléans,57.2,24.3,13230,21770,32730,0.9,7360,11180,14990,18700,25260,30150,35900,43800,6,8.7,0.377,69.6,63,2.6,4,25,5.4,0
452341104,Châteaudun-Dunois,45234,Orléans,65.9,11.4,19100,27680,39750,0.75,11990,17220,20690,23970,32140,36950,42730,56690,4.7,6.2,0.342,73.4,64.5,2.2,6.7,21.6,5,0
452341201,St-Laurent-Sanitas,45234,Orléans,64.2,18.6,16400,24330,35900,0.8,7520,13880,18220,21490,28320,32940,38900,48920,6.5,8.2,0.357,63.7,57.4,2.4,3.9,31.5,4.8,0
452341202,Ecale-Rives de Loire,45234,Orléans,52.3,28.2,11340,20540,30290,0.92,5710,9370,13710,17610,23980,27740,33580,44430,7.8,10.3,0.383,69.4,62.8,3.2,3.4,27.5,3.1,0
452341203,Faubourg Saint-Jean,45234,Orléans,50.6,23,13860,22740,32360,0.81,7250,11500,16010,19410,26020,29880,35420,44380,6.1,8.2,0.352,64.3,59.9,2.3,2.1,31.4,4.3,0
452341204,Beaumont-Vauquois,45234,Orléans,65.6,13.1,18360,26880,38020,0.73,11440,16360,20470,23690,31130,34840,41080,51990,4.5,7.7,0.384,62.9,57.9,1.3,3.7,31.6,5.5,0
452341301,Fiacre-Chenault,45234,Orléans,48.7,32.1,10440,18130,27130,0.92,4350,8370,12240,15120,21040,24770,29700,37980,8.7,10.9,0.386,73.3,64.9,3.9,4.5,24.6,2.1,0
452341401,Plantes-Dauphine,45234,Orléans,55.7,23,13960,23410,35660,0.93,6100,11440,16200,19610,27550,32330,39860,52170,8.5,12.2,0.422,68.7,58.1,2.4,8.2,24,7.3,0
